,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,DELAY
0,SCE,ORD,5479.0
1,SCE,ATL,90.0
2,SCE,DTW,-186.0
3,14025,11697,-36.0
4,MRY,SFO,1426.0
5,MRY,PHX,3098.0
6,MRY,LAX,13083.0
7,EWR,AVP,-162.0
8,EWR,MCO,35171.0
9,EWR,CAK,635.0
10,EWR,CLT,7828.0
11,EWR,GSP,3009.0
12,EWR,BQN,5461.0
13,EWR,DSM,3453.0
14,EWR,IND,3301.0
15,EWR,DAY,4547.0
16,EWR,ANC,53.0
17,EWR,CHS,3763.0
18,EWR,EGE,1262.0
19,EWR,LAX,21139.0
20,EWR,DCA,12676.0
21,EWR,SLC,645.0
22,EWR,SDF,4479.0
23,EWR,HDN,340.0
24,EWR,GRR,3302.0
25,EWR,TVC,78.0
26,EWR,TPA,13652.0
27,EWR,BUF,-235.0
28,EWR,SNA,-3628.0
29,EWR,ORF,1668.0
30,EWR,STT,-1078.0
31,EWR,LAS,1941.0
32,EWR,GSO,3024.0
33,EWR,RSW,3433.0
34,EWR,OMA,1938.0
35,EWR,HOU,-1681.0
36,EWR,SAV,3797.0
37,EWR,XNA,-312.0
38,EWR,SBN,4128.0
39,EWR,ALB,-311.0
40,EWR,SAN,-3465.0
41,EWR,TUL,200.0
42,EWR,PIT,919.0
43,EWR,MTJ,255.0
44,EWR,IAH,25733.0
45,EWR,PHL,5.0
46,EWR,MSN,2254.0
47,EWR,PVD,2712.0
48,EWR,BNA,10936.0
49,EWR,BZN,1009.0
50,EWR,RIC,11515.0
51,EWR,SJU,9352.0
52,EWR,MKE,4031.0
53,EWR,ORD,36074.0
54,EWR,JAX,4887.0
55,EWR,IAD,4238.0
56,EWR,OKC,2893.0
57,EWR,CMH,2294.0
58,EWR,DFW,2419.0
59,EWR,MHT,2663.0
60,EWR,TYS,6009.0
61,EWR,BOS,28386.0
62,EWR,DEN,9540.0
63,EWR,SEA,-3845.0
64,EWR,SRQ,716.0
65,EWR,PDX,4646.0
66,EWR,JAC,695.0
67,EWR,BDL,71.0
68,EWR,PBI,23789.0
69,EWR,ATL,-3720.0
70,EWR,MSY,333.0
71,EWR,STL,6730.0
72,EWR,RDU,6412.0
73,EWR,ROC,-1794.0
74,EWR,MDW,5829.0
75,EWR,SAT,2671.0
76,EWR,MCI,3411.0
77,EWR,DTW,8337.0
78,EWR,CVG,2386.0
79,EWR,CLE,11474.0
80,EWR,SYR,606.0
81,EWR,BWI,1861.0
82,EWR,PHX,5135.0
83,EWR,AVL,662.0
84,EWR,FLL,18124.0
85,EWR,JFK,0.0
86,EWR,HNL,1443.0
87,EWR,SFO,21241.0
88,EWR,PWM,6100.0
89,EWR,BTV,3062.0
90,EWR,MYR,-8.0
91,EWR,MSP,3309.0
92,EWR,AUS,1223.0
93,EWR,MIA,5922.0
94,EWR,MEM,2135.0
95,FSM,DFW,5841.0
96,FSM,ATL,7259.0
97,CAK,TPA,-2357.0
98,CAK,ATL,-4870.0
99,CAK,MCO,-2159.0
100,CAK,RSW,-170.0
101,CAK,DCA,-307.0
102,CAK,EWR,1619.0
103,CAK,DTW,652.0
104,CAK,ORD,5356.0
105,CAK,BOS,938.0
106,CAK,LAS,-581.0
107,CAK,LGA,3693.0
108,CAK,DEN,-2204.0
109,GNV,MIA,3057.0
110,GNV,ATL,18457.0
111,10257,11618,518.0
112,10257,10821,-673.0
113,10257,15304,-335.0
114,10257,11433,-44.0
115,10257,13930,-511.0
116,10257,13487,-56.0
117,10257,13232,-808.0
118,10257,11057,-573.0
119,10257,13204,-395.0
120,10257,12889,-347.0
121,10257,10397,-543.0
122,CLD,LAX,3291.0
123,LAW,DFW,8949.0
124,10268,13930,-834.0
125,10135,13930,-73.0
126,10135,10397,-125.0
127,10135,11433,125.0
128,BQN,MCO,-1247.0
129,BQN,FLL,1390.0
130,BQN,EWR,6842.0
131,BQN,JFK,-1161.0
132,12323,11057,-129.0
133,12323,10397,-374.0
134,IND,IAD,-154.0
135,IND,MCO,2800.0
136,IND,RSW,1599.0
137,IND,EWR,14007.0
138,IND,DFW,2174.0
139,IND,BWI,4515.0
140,IND,CLT,789.0
141,IND,BOS,2238.0
142,IND,HOU,-246.0
143,IND,DEN,7051.0
144,IND,PHX,-2086.0
145,IND,DAL,1868.0
146,IND,FLL,-1011.0
147,IND,JFK,2161.0
148,IND,LAX,96.0
149,IND,LGA,-670.0
150,IND,ATL,1916.0
151,IND,IAH,4278.0
152,IND,PHL,-455.0
153,IND,SFO,-1226.0
154,IND,DCA,-1293.0
155,IND,RDU,239.0
156,IND,SLC,-59.0
157,IND,MCI,828.0
158,IND,TPA,2831.0
159,IND,MSP,86.0
160,IND,DTW,3810.0
161,IND,TTN,4.0
162,IND,ORD,15131.0
163,IND,LAS,-4599.0
164,OTH,SFO,3681.0
165,OTH,DEN,103.0
166,10279,11298,-355.0
167,10279,12266,-146.0
168,10279,12889,-383.0
169,10279,11259,993.0
170,10279,11292,-119.0
171,11252,10397,-121.0
172,12335,14520,-167.0
173,12335,13487,-196.0
174,CHS,IAD,125.0
175,CHS,OKC,70.0
176,CHS,ABE,0.0
177,CHS,EWR,13586.0
178,CHS,DFW,2713.0
179,CHS,BWI,2935.0
180,CHS,CLT,-887.0
181,CHS,BOS,1476.0
182,CHS,HOU,-361.0
183,CHS,DAL,-3087.0
184,CHS,SEA,-618.0
185,CHS,FLL,71.0
186,CHS,JFK,17506.0
187,CHS,LGA,1365.0
188,CHS,ATL,-9713.0
189,CHS,IAH,2964.0
190,CHS,PHL,-231.0
191,CHS,DCA,1801.0
192,CHS,BNA,2502.0
193,CHS,MDW,706.0
194,CHS,DTW,-207.0
195,CHS,MIA,1380.0
196,CHS,CLE,-326.0
197,CHS,ORD,10748.0
198,EGE,ATL,321.0
199,EGE,IAH,498.0
200,EGE,MSP,52.0
201,EGE,EWR,1793.0
202,EGE,JFK,1709.0
203,EGE,DFW,5206.0
204,EGE,MIA,1419.0
205,EGE,SLC,52.0
206,EGE,ORD,2951.0
207,EGE,LAX,540.0
208,EGE,DEN,316.0
209,11433,14747,-38.0
210,11433,13577,198.0
211,11433,11298,-207.0
212,11433,12953,288.0
213,11433,12992,-23.0
214,11433,13342,-79.0
215,11433,14150,-168.0
216,11433,10135,-55.0
217,11433,15370,-19.0
218,11433,11013,-35.0
219,11433,14683,-51.0
220,11433,10423,-156.0
221,11433,10980,23.0
222,11433,14307,-139.0
223,11433,11423,106.0
224,11433,11267,6.0
225,11433,13198,-12.0
226,11433,12339,39.0
227,11433,14107,-18.0
228,11433,10529,-146.0
229,11433,14057,-32.0
230,11433,14027,167.0
231,11433,12197,-31.0
232,11433,11612,47.0
233,11433,14679,-124.0
234,11433,10257,-106.0
235,11433,10581,84.0
236,11433,10577,-32.0
237,11433,13232,337.0
238,11433,14321,-35.0
239,11433,11292,-455.0
240,11433,11042,214.0
241,11433,11996,5.0
242,11433,13244,1.0
243,11433,11278,64.0
244,11433,14771,-28.0
245,11433,10721,-21.0
246,11433,14576,83.0
247,11433,13871,-164.0
248,11433,15380,26.0
249,11433,13367,101.0
250,11433,12451,16.0
251,11433,14869,-142.0
252,11433,10693,127.0
253,11433,10785,-22.0
254,11433,11823,-19.0
255,11433,11977,53.0
256,11433,14730,-9.0
257,11433,12892,298.0
258,11433,13487,789.0
259,11433,15356,164.0
260,11433,11986,173.0
261,11433,14122,68.0
262,11433,14524,106.0
263,11433,12889,722.0
264,11433,12264,26.0
265,11433,11193,16.0
266,11433,13303,1419.0
267,11433,13184,-66.0
268,11433,11003,-84.0
269,11433,13485,40.0
270,11433,10408,-90.0
271,11433,14635,-30.0
272,11433,14100,575.0
273,11433,14108,-87.0
274,11433,13296,-4.0
275,11433,13495,123.0
276,11433,15412,-2.0
277,11433,13931,-69.0
278,11433,14696,-100.0
279,11433,10434,-6.0
280,11433,10994,30.0
281,11433,10397,684.0
282,11433,15096,186.0
283,11433,11697,350.0
284,11433,15016,-32.0
285,11433,11057,647.0
286,11433,13851,68.0
287,11433,14492,-16.0
288,11433,11587,-113.0
289,11433,13930,162.0
290,11433,15304,138.0
291,11433,12884,-16.0
292,11433,13204,375.0
293,11433,12945,76.0
294,11433,10821,17.0
295,11433,11618,316.0
296,11433,10792,-74.0
297,11433,14685,33.0
298,11433,10333,-87.0
299,11433,11537,125.0
300,11433,10599,75.0
301,11433,13230,-6.0
302,11433,12478,121.0
303,11433,12266,100.0
304,11433,11259,-85.0
305,11433,11995,8.0
306,GFK,MSP,3153.0
307,10185,11298,-185.0
308,10185,10397,385.0
309,10185,12266,222.0
310,CRW,IAH,3869.0
311,CRW,ATL,10505.0
312,CRW,MYR,560.0
313,CRW,DTW,-1.0
314,CRW,DFW,4087.0
315,CRW,ORD,5644.0
316,10980,10397,145.0
317,10980,11298,-143.0
318,10980,11433,-16.0
319,10980,13930,26.0
320,12339,11278,-26.0
321,12339,13198,-185.0
322,12339,13204,536.0
323,12339,14100,-159.0
324,12339,12953,-15.0
325,12339,14107,-383.0
326,12339,14492,-143.0
327,12339,11292,-800.0
328,12339,10397,-989.0
329,12339,12191,-303.0
330,12339,11298,-145.0
331,12339,11433,191.0
332,12339,14635,104.0
333,12339,13487,-482.0
334,12339,11057,-143.0
335,12339,14771,270.0
336,12339,10821,17.0
337,12339,15304,-175.0
338,12339,12889,-1004.0
339,12339,12892,-1075.0
340,12339,10721,791.0
341,12339,11618,404.0
342,12339,13930,-2179.0
343,12339,12266,377.0
344,12339,11259,-181.0
345,14633,13930,-253.0
346,14633,10397,187.0
347,14633,13487,142.0
348,10299,14107,-115.0
349,10299,10754,-34.0
350,10299,14057,-43.0
351,10299,13930,-381.0
352,10299,12523,378.0
353,10299,12173,-433.0
354,10299,10926,76.0
355,10299,13487,-652.0
356,10299,11630,486.0
357,10299,11292,-174.0
358,10299,13970,-85.0
359,10299,13873,-50.0
360,10299,14709,-254.0
361,10299,10165,-170.0
362,10299,10551,-64.0
363,10299,10170,70.0
364,10299,14747,470.0
365,10299,12892,-479.0
366,14307,11697,87.0
367,14307,11278,8.0
368,14307,13930,170.0
369,14307,13232,-171.0
370,14307,11057,94.0
371,14307,15304,-44.0
372,14307,14100,774.0
373,14307,11433,-136.0
374,14307,10821,-135.0
375,14307,10397,-237.0
376,14307,11618,281.0
377,14307,13204,-81.0
378,12819,14747,-164.0
379,12819,12523,-89.0
380,12819,14828,-58.0
381,12819,15841,-130.0
382,12343,12129,371.0
383,12343,13487,-89.0
384,DAB,ATL,-808.0
385,DAB,CLT,-5.0
386,13198,14747,-10.0
387,13198,11278,70.0
388,13198,14771,-94.0
389,13198,13930,162.0
390,13198,11298,352.0
391,13198,12889,82.0
392,13198,15304,3.0
393,13198,10721,-103.0
394,13198,13303,-24.0
395,13198,12953,463.0
396,13198,13342,-6.0
397,13198,13204,43.0
398,13198,11433,-86.0
399,13198,13495,-51.0
400,13198,10821,-51.0
401,13198,14869,-98.0
402,13198,11618,240.0
403,13198,10140,-15.0
404,13198,12339,-8.0
405,13198,14107,-127.0
406,13198,14057,-110.0
407,13198,10693,-8.0
408,13198,10397,-323.0
409,13198,14679,-34.0
410,13198,13796,-6.0
411,13198,15016,-73.0
412,13198,13232,-268.0
413,13198,11057,357.0
414,13198,12191,-22.0
415,13198,12266,225.0
416,13198,12892,-57.0
417,13198,11292,46.0
418,13198,11259,151.0
419,13198,13487,-315.0
420,12339,11278,55.0
421,12339,14492,21.0
422,12339,14771,2.0
423,12339,13930,-157.0
424,12339,11298,52.0
425,12339,12889,-119.0
426,12339,15304,76.0
427,12339,10721,161.0
428,12339,13204,26.0
429,12339,14635,12.0
430,12339,14100,219.0
431,12339,11433,-54.0
432,12339,10821,-14.0
433,12339,11618,406.0
434,12339,13198,-96.0
435,12339,14107,-108.0
436,12339,10397,-119.0
437,12339,11057,77.0
438,12339,12191,-56.0
439,12339,12266,-53.0
440,12339,12892,-219.0
441,12339,11292,167.0
442,12339,11259,-94.0
443,12339,13487,-196.0
444,DCA,CMH,2829.0
445,DCA,MCO,7425.0
446,DCA,RSW,1325.0
447,DCA,EWR,15973.0
448,DCA,DFW,10932.0
449,DCA,CAK,923.0
450,DCA,CLT,8983.0
451,DCA,BOS,36890.0
452,DCA,HOU,-9734.0
453,DCA,GSP,10.0
454,DCA,DEN,9072.0
455,DCA,PHX,2871.0
456,DCA,DAL,-9728.0
457,DCA,SEA,-5702.0
458,DCA,IND,519.0
459,DCA,PDX,-3556.0
460,DCA,FLL,4655.0
461,DCA,JFK,18490.0
462,DCA,PIT,101.0
463,DCA,CHS,5038.0
464,DCA,LEX,52.0
465,DCA,LAX,-6635.0
466,DCA,BDL,3809.0
467,DCA,LGA,19493.0
468,DCA,PBI,2422.0
469,DCA,IAH,6032.0
470,DCA,ATL,17394.0
471,DCA,MSY,-2280.0
472,DCA,SFO,-1793.0
473,DCA,PHL,-197.0
474,DCA,STL,-1520.0
475,DCA,PVD,203.0
476,DCA,RDU,583.0
477,DCA,BNA,-677.0
478,DCA,SLC,2632.0
479,DCA,ACK,779.0
480,DCA,SDF,43.0
481,DCA,PWM,-223.0
482,DCA,BTR,58.0
483,DCA,MDW,3573.0
484,DCA,MCI,-1210.0
485,DCA,SJU,343.0
486,DCA,TPA,8143.0
487,DCA,HSV,103.0
488,DCA,MSP,1833.0
489,DCA,AUS,190.0
490,DCA,MKE,-2059.0
491,DCA,DTW,8236.0
492,DCA,MIA,24808.0
493,DCA,CLE,1546.0
494,DCA,CVG,582.0
495,DCA,PNS,399.0
496,DCA,SYR,1132.0
497,DCA,ORD,39921.0
498,DCA,JAX,1119.0
499,DCA,LAS,-2988.0
500,DCA,HPN,-3.0
501,CMI,DFW,1396.0
502,CMI,ORD,7035.0
503,14107,14747,-180.0
504,14107,11278,62.0
505,14107,14122,-161.0
506,14107,14771,-126.0
507,14107,10713,-48.0
508,14107,14492,-82.0
509,14107,13930,-543.0
510,14107,11298,138.0
511,14107,12889,809.0
512,14107,11921,-52.0
513,14107,12264,-37.0
514,14107,12982,206.0
515,14107,15304,13.0
516,14107,10721,107.0
517,14107,15376,221.0
518,14107,11066,-158.0
519,14107,13871,-135.0
520,14107,13303,57.0
521,14107,14262,2.0
522,14107,12992,-46.0
523,14107,13342,-207.0
524,14107,12758,31.0
525,14107,13204,77.0
526,14107,15370,-11.0
527,14107,14831,-140.0
528,14107,14683,4.0
529,14107,10423,148.0
530,14107,14100,846.0
531,14107,11433,-479.0
532,14107,13495,-25.0
533,14107,10299,26.0
534,14107,10821,92.0
535,14107,10800,-159.0
536,14107,14869,177.0
537,14107,11540,-19.0
538,14107,11618,445.0
539,14107,11423,-111.0
540,14107,10792,-96.0
541,14107,10140,-23.0
542,14107,13198,132.0
543,14107,10561,75.0
544,14107,12339,-99.0
545,14107,14570,172.0
546,14107,13830,184.0
547,14107,14057,391.0
548,14107,14908,169.0
549,14107,11884,12.0
550,14107,10693,-42.0
551,14107,13476,0.0
552,14107,10397,-295.0
553,14107,14679,314.0
554,14107,16218,-105.0
555,14107,13796,-117.0
556,14107,12173,416.0
557,14107,13891,-121.0
558,14107,11697,18.0
559,14107,14698,-25.0
560,14107,15016,-254.0
561,14107,11695,325.0
562,14107,14689,225.0
563,14107,12478,282.0
564,14107,13232,-427.0
565,14107,11057,233.0
566,14107,14893,287.0
567,14107,12191,-92.0
568,14107,11042,-193.0
569,14107,14730,-48.0
570,14107,12266,629.0
571,14107,12892,706.0
572,14107,11292,444.0
573,14107,11259,-175.0
574,14107,11413,-31.0
575,14107,13851,259.0
576,14107,13487,5.0
577,SLC,MCO,542.0
578,SLC,GCC,-1205.0
579,SLC,EWR,-827.0
580,SLC,SUN,-1275.0
581,SLC,CLT,-2019.0
582,SLC,DSM,463.0
583,SLC,IND,-245.0
584,SLC,ANC,487.0
585,SLC,LWS,-3835.0
586,SLC,LAX,32790.0
587,SLC,SGU,4962.0
588,SLC,OAK,1096.0
589,SLC,DCA,693.0
590,SLC,TPA,45.0
591,SLC,SNA,-5217.0
592,SLC,CNY,-2373.0
593,SLC,RDM,-4769.0
594,SLC,LAS,11109.0
595,SLC,TUS,-2713.0
596,SLC,ABQ,-857.0
597,SLC,TWF,2907.0
598,SLC,FAT,1083.0
599,SLC,BOI,563.0
600,SLC,OMA,1019.0
601,SLC,HOU,-122.0
602,SLC,XNA,-16.0
603,SLC,GTF,-3719.0
604,SLC,MSO,-3303.0
605,SLC,SAN,-1115.0
606,SLC,TUL,-17.0
607,SLC,RNO,-1089.0
608,SLC,WYS,868.0
609,SLC,RKS,-332.0
610,SLC,IAH,10472.0
611,SLC,PHL,-1375.0
612,SLC,BUR,-4304.0
613,SLC,MSN,-948.0
614,SLC,BNA,1390.0
615,SLC,PSP,-3863.0
616,SLC,BZN,-762.0
617,SLC,ORD,22757.0
618,SLC,SMF,-779.0
619,SLC,SJC,-6834.0
620,SLC,PIH,-383.0
621,SLC,OKC,1767.0
622,SLC,VEL,-2711.0
623,SLC,DFW,11515.0
624,SLC,BOS,-2708.0
625,SLC,DEN,26511.0
626,SLC,SEA,7460.0
627,SLC,GEG,-617.0
628,SLC,LGB,3432.0
629,SLC,PDX,8.0
630,SLC,MFR,-3782.0
631,SLC,ONT,-1389.0
632,SLC,JAC,259.0
633,SLC,ATL,-2335.0
634,SLC,MSY,-96.0
635,SLC,STL,-597.0
636,SLC,IDA,-4191.0
637,SLC,MDW,-2036.0
638,SLC,SAT,-462.0
639,SLC,MCI,-668.0
640,SLC,EKO,701.0
641,SLC,FCA,-4000.0
642,SLC,COS,-1442.0
643,SLC,DTW,-5499.0
644,SLC,CVG,-1304.0
645,SLC,CPR,-6362.0
646,SLC,PSC,-1763.0
647,SLC,GJT,-1681.0
648,SLC,BWI,-3325.0
649,SLC,FAR,208.0
650,SLC,EUG,-4076.0
651,SLC,HLN,-5713.0
652,SLC,PHX,12525.0
653,SLC,DAL,-962.0
654,SLC,COD,-240.0
655,SLC,JFK,7240.0
656,SLC,BTM,-2536.0
657,SLC,CDC,4149.0
658,SLC,BIL,21.0
659,SLC,HNL,-988.0
660,SLC,SFO,24779.0
661,SLC,RAP,-1615.0
662,SLC,MSP,-5756.0
663,SLC,AUS,1300.0
664,SLC,MIA,-145.0
665,SLC,MEM,561.0
666,MMH,SFO,1048.0
667,MMH,DEN,62.0
668,11612,11298,-91.0
669,11612,13930,280.0
670,11612,10397,106.0
671,11612,11433,-14.0
672,10754,14709,3.0
673,10754,11630,-34.0
674,10754,10299,49.0
675,OGG,OAK,-2250.0
676,OGG,ITO,-63.0
677,OGG,SEA,4460.0
678,OGG,PHX,-4597.0
679,OGG,HNL,29717.0
680,OGG,SFO,1285.0
681,OGG,BLI,-1276.0
682,OGG,PDX,-5218.0
683,OGG,LIH,5443.0
684,OGG,KOA,2071.0
685,OGG,SAN,-3112.0
686,OGG,DFW,-3482.0
687,OGG,ANC,-455.0
688,OGG,SJC,-1743.0
689,OGG,DEN,794.0
690,OGG,ORD,1053.0
691,OGG,LAX,2933.0
692,OGG,SMF,-3611.0
693,10333,11433,110.0
694,14222,12173,9.0
695,14254,12478,181.0
696,14254,13204,3.0
697,GRR,TPA,-585.0
698,GRR,ATL,-9019.0
699,GRR,IAH,1292.0
700,GRR,MSP,1407.0
701,GRR,MCO,-465.0
702,GRR,RSW,-438.0
703,GRR,STL,-2486.0
704,GRR,EWR,1913.0
705,GRR,DTW,137.0
706,GRR,DFW,7792.0
707,GRR,BWI,697.0
708,GRR,CVG,459.0
709,GRR,ORD,15544.0
710,GRR,LGA,5.0
711,GRR,DEN,4351.0
712,10685,11298,-141.0
713,10685,13930,-221.0
714,10685,10397,53.0
715,12389,12266,-248.0
716,12389,11292,-6.0
717,12389,13487,-145.0
718,11122,14869,-38.0
719,11122,11292,56.0
720,12391,10821,210.0
721,12391,15304,46.0
722,12391,14027,366.0
723,12391,11697,-160.0
724,12391,13204,-438.0
725,12191,11278,-110.0
726,12191,14122,22.0
727,12191,14492,100.0
728,12191,11298,553.0
729,12191,12889,39.0
730,12191,15304,19.0
731,12191,10721,146.0
732,12191,12953,279.0
733,12191,11140,232.0
734,12191,13204,23.0
735,12191,15370,119.0
736,12191,13244,286.0
737,12191,14683,242.0
738,12191,14193,219.0
739,12191,14843,193.0
740,12191,10423,194.0
741,12191,12451,5.0
742,12191,12206,3.0
743,12191,13495,692.0
744,12191,10821,15.0
745,12191,11540,-45.0
746,12191,11618,475.0
747,12191,10140,239.0
748,12191,13198,94.0
749,12191,12339,98.0
750,12191,14107,222.0
751,12191,11481,222.0
752,12191,14908,192.0
753,12191,10693,97.0
754,12191,10994,168.0
755,12191,10397,483.0
756,12191,14679,70.0
757,12191,10599,93.0
758,12191,13796,179.0
759,12191,11697,486.0
760,12191,13158,243.0
761,12191,15016,92.0
762,12191,12478,280.0
763,12191,13232,127.0
764,12191,11057,24.0
765,12191,12892,82.0
766,12191,11292,337.0
767,12191,11259,820.0
768,12191,11996,14.0
769,12191,13851,-88.0
770,12402,12892,-120.0
771,12402,12173,-153.0
772,12402,13830,-256.0
773,ORF,IAD,-53.0
774,ORF,TPA,285.0
775,ORF,ATL,-2680.0
776,ORF,IAH,4436.0
777,ORF,MCO,640.0
778,ORF,MSP,1090.0
779,ORF,DCA,0.0
780,ORF,EWR,5573.0
781,ORF,JFK,433.0
782,ORF,MIA,1239.0
783,ORF,DFW,4978.0
784,ORF,BWI,3813.0
785,ORF,DTW,962.0
786,ORF,CLT,-643.0
787,ORF,ORD,8131.0
788,ORF,MDW,2024.0
789,ORF,LGA,6363.0
790,CNY,SLC,-4239.0
791,CAE,IAD,3163.0
792,CAE,ATL,11829.0
793,CAE,IAH,1532.0
794,CAE,DFW,13207.0
795,CAE,ORD,4374.0
796,CAE,LGA,4585.0
797,RDM,SFO,4284.0
798,RDM,LAX,685.0
799,RDM,SLC,-5465.0
800,RDM,DEN,3588.0
801,BIS,DFW,1991.0
802,BIS,MSP,8513.0
803,BIS,ORD,1362.0
804,BIS,DEN,5012.0
805,STT,SJU,423.0
806,STT,IAD,542.0
807,STT,ATL,-3635.0
808,STT,PHL,3499.0
809,STT,IAH,-53.0
810,STT,FLL,2428.0
811,STT,EWR,2310.0
812,STT,JFK,4831.0
813,STT,MIA,4797.0
814,STT,CLT,-27.0
815,STT,ORD,194.0
816,STT,BOS,1720.0
817,ITH,DTW,237.0
818,14457,11298,-48.0
819,14457,13930,-127.0
820,14457,13487,-208.0
821,14457,14869,-346.0
822,14457,11292,77.0
823,TUS,PHX,2137.0
824,TUS,SEA,-1967.0
825,TUS,IAH,5199.0
826,TUS,ATL,-1253.0
827,TUS,MSP,-356.0
828,TUS,SFO,9841.0
829,TUS,PDX,-1407.0
830,TUS,SAN,4729.0
831,TUS,DFW,1715.0
832,TUS,SLC,-4254.0
833,TUS,LAS,1690.0
834,TUS,HOU,-73.0
835,TUS,ORD,-288.0
836,TUS,LAX,20552.0
837,TUS,MDW,-2403.0
838,TUS,DEN,2583.0
839,11274,13930,-156.0
840,ABQ,MCO,438.0
841,ABQ,DFW,13016.0
842,ABQ,BWI,2277.0
843,ABQ,CLT,-1051.0
844,ABQ,HOU,5129.0
845,ABQ,DEN,8498.0
846,ABQ,PHX,22164.0
847,ABQ,DAL,15714.0
848,ABQ,SEA,-4083.0
849,ABQ,PDX,-716.0
850,ABQ,SAN,1446.0
851,ABQ,JFK,2649.0
852,ABQ,LAX,11800.0
853,ABQ,OAK,985.0
854,ABQ,ATL,-75.0
855,ABQ,IAH,4123.0
856,ABQ,SFO,3092.0
857,ABQ,SLC,-7875.0
858,ABQ,MDW,1487.0
859,ABQ,MCI,1490.0
860,ABQ,MSP,-13.0
861,ABQ,ORD,4636.0
862,ABQ,LAS,5075.0
863,10372,12892,-76.0
864,10372,11292,176.0
865,11278,14747,-75.0
866,11278,14771,-157.0
867,11278,13930,-274.0
868,11278,11298,1293.0
869,11278,12889,-57.0
870,11278,15304,35.0
871,11278,10874,-27.0
872,11278,10721,713.0
873,11278,11193,4.0
874,11278,11066,-66.0
875,11278,13303,1232.0
876,11278,12953,784.0
877,11278,13342,-104.0
878,11278,13204,368.0
879,11278,14843,-16.0
880,11278,10423,104.0
881,11278,12451,63.0
882,11278,14635,-44.0
883,11278,14100,-23.0
884,11278,11433,127.0
885,11278,13495,-102.0
886,11278,14869,-22.0
887,11278,14307,-28.0
888,11278,11618,577.0
889,11278,13198,4.0
890,11278,12339,67.0
891,11278,14107,11.0
892,11278,10529,9.0
893,11278,14057,-113.0
894,11278,14027,180.0
895,11278,10693,-135.0
896,11278,10994,-61.0
897,11278,10397,185.0
898,11278,11697,56.0
899,11278,15016,-167.0
900,11278,11042,246.0
901,11278,13232,-528.0
902,11278,11057,271.0
903,11278,12478,326.0
904,11278,12191,-419.0
905,11278,14321,-33.0
906,11278,12266,-156.0
907,11278,12892,-378.0
908,11278,11292,-5.0
909,11278,11259,30.0
910,11278,13487,-197.0
911,GSO,IAD,-31.0
912,GSO,ATL,8905.0
913,GSO,EWR,3984.0
914,GSO,ROA,0.0
915,GSO,MIA,1143.0
916,GSO,DFW,4750.0
917,GSO,DTW,1437.0
918,GSO,CLT,-1673.0
919,GSO,ORD,1824.0
920,GSO,CRW,0.0
921,GSO,LGA,18580.0
922,GSO,DEN,562.0
923,RSW,IAD,2100.0
924,RSW,CMH,299.0
925,RSW,EWR,1730.0
926,RSW,DFW,7218.0
927,RSW,BWI,5065.0
928,RSW,CAK,1308.0
929,RSW,CLT,2384.0
930,RSW,BOS,16514.0
931,RSW,HOU,-69.0
932,RSW,DEN,353.0
933,RSW,IND,3183.0
934,RSW,ALB,53.0
935,RSW,JFK,13806.0
936,RSW,PIT,2457.0
937,RSW,FNT,1273.0
938,RSW,BDL,3608.0
939,RSW,LGA,14164.0
940,RSW,IAH,-4899.0
941,RSW,ATL,-8655.0
942,RSW,PHL,2464.0
943,RSW,DCA,5237.0
944,RSW,STL,2053.0
945,RSW,ACY,5481.0
946,RSW,PVD,56.0
947,RSW,BNA,267.0
948,RSW,LBE,483.0
949,RSW,MDW,3454.0
950,RSW,GRR,816.0
951,RSW,MCI,-242.0
952,RSW,ISP,-151.0
953,RSW,MSP,-230.0
954,RSW,BUF,-179.0
955,RSW,MKE,26.0
956,RSW,DTW,5076.0
957,RSW,CVG,1045.0
958,RSW,CLE,4709.0
959,RSW,TTN,1234.0
960,RSW,ORD,13779.0
961,RSW,HPN,403.0
962,FAT,PHX,2895.0
963,FAT,SEA,6671.0
964,FAT,SFO,10050.0
965,FAT,PDX,818.0
966,FAT,SAN,1719.0
967,FAT,DFW,8196.0
968,FAT,SLC,-1714.0
969,FAT,LAX,23850.0
970,FAT,DEN,8650.0
971,10874,11278,19.0
972,10874,13930,-99.0
973,10874,15304,-3.0
974,10874,11292,-89.0
975,10874,12953,305.0
976,10874,10397,88.0
977,10874,11618,-48.0
978,10874,13204,-23.0
979,DBQ,ORD,1657.0
980,10721,14747,-193.0
981,10721,11278,982.0
982,10721,14122,-111.0
983,10721,14771,-131.0
984,10721,13577,-9.0
985,10721,14492,-73.0
986,10721,13930,177.0
987,10721,11298,-306.0
988,10721,14524,57.0
989,10721,15304,127.0
990,10721,12264,75.0
991,10721,12889,76.0
992,10721,11193,16.0
993,10721,11066,-108.0
994,10721,13303,-188.0
995,10721,11259,-74.0
996,10721,12953,546.0
997,10721,13342,-101.0
998,10721,13204,-52.0
999,10721,12954,-72.0
1000,10721,14831,-15.0
1001,10721,14843,223.0
1002,10721,10423,-87.0
1003,10721,14635,-262.0
1004,10721,14100,1691.0
1005,10721,12451,119.0
1006,10721,11433,-275.0
1007,10721,13495,-44.0
1008,10721,10821,-269.0
1009,10721,14869,-62.0
1010,10721,11618,1265.0
1011,10721,10792,-204.0
1012,10721,13198,-233.0
